Evol,-4.386721,60.69879,182.5409,23.12746,-52.08852,4.270528,63.56359,-39.04172,-29.99508,54.89053,Static enemies,182.9315,-63.53686,-2.852989,-151.3166,41.11549,117.3334,49.19085,-17.09305,99.69884,79.05601,
Evol,109.0512,74.81612,126.1486,19.87977,-113.4869,8.05022,42.64362,-27.60173,4.357192,36.51887,Static enemies,1.521204,-83.02231,-25.90628,-81.43354,41.79559,169.3684,32.91047,41.04509,100.2506,52.17018,
Evol,110.423,-21.2827,80.56795,35.30178,-61.37887,51.76248,60.21663,88.36929,-88.56715,114.0545,Static enemies,12.95089,-53.23558,79.31449,-27.24819,17.78381,108.0992,-11.51577,10.47655,-31.37008,159.9485,
Evol,-1.020129,3.265193,101.4493,66.97655,80.64664,-40.54126,-67.59029,-20.66586,37.60672,-86.43828,Static enemies,-62.16443,60.15867,57.68608,-48.55086,-20.90889,-16.89592,100.5477,113.2135,78.16724,16.6752,
Evol,14.11194,128.4077,-75.67321,-50.13382,79.19734,190.8035,2.47689,100.1421,-36.7371,155.5721,Static enemies,133.8445,25.05659,-63.2975,115.3637,85.11884,-31.871,-140.8194,44.76902,-39.82623,80.37813,
Evol,-17.34153,124.5252,33.55774,198.9171,117.0197,6.681052,35.65468,23.02537,18.13804,88.26099,Static enemies,-118.2508,56.32722,-55.91231,38.22432,-146.0219,-66.67232,31.67906,15.98167,42.03313,20.59727,
Evol,37.90384,30.06252,136.311,96.3227,34.34327,53.55545,-117.6313,82.36082,-51.22124,59.95639,Static enemies,-43.29287,24.12108,9.60249,-81.02012,-34.42576,-2.731892,-2.295002,156.8887,-54.9202,115.3915,
Evol,7.515079,-53.9828,34.56938,170.1898,57.81309,-8.01856,-17.75399,-189.4254,120.9231,5.881463,Static enemies,-31.80744,41.04762,103.4623,-10.64524,-114.7177,9.2589,58.59186,60.29727,224.8455,-70.72617,
Evol,181.1235,56.73252,1.59508,1.785295,110.2838,207.3763,41.81486,-66.92052,-203.8874,-55.38364,Static enemies,32.57196,-162.2141,-2.094985,59.7234,59.54792,-84.27333,-177.2486,16.88592,128.3261,245.6013,
Evol,115.183,-12.31649,42.44775,99.85735,-74.21098,132.3067,-19.0109,32.65163,-0.2553458,99.32766,Static enemies,75.44032,-75.6783,48.55343,19.2194,-61.7327,122.1855,-81.51647,64.02402,15.45471,46.91278,
Evol,-28.91716,152.0259,-116.7828,-33.56162,81.76814,83.74712,-88.60013,107.9449,-35.61452,-71.75105,Static enemies,-48.22786,70.39769,-122.1785,176.644,65.45074,-41.16669,-14.90934,145.5227,-66.31071,92.41465,
Evol,38.43316,25.57301,82.68696,-78.34439,-70.41985,58.1166,145.2396,12.40897,56.75059,-16.41754,Static enemies,112.4534,-14.78219,28.5085,-55.27909,126.8931,107.8076,-14.70663,-113.8407,50.49868,-7.337121,
