Evol,-69.30923,-88.40146,60.4047,-55.85111,67.3751,-127.9113,-10.32503,-117.9733,38.34606,44.15184,Static enemies,107.0222,29.84551,38.56672,-34.72689,108.9463,-34.59509,125.638,66.46745,97.48419,21.41786,
Evol,-31.42351,-186.6487,80.06831,84.46339,46.75252,49.63344,112.5524,77.6008,-108.6386,-8.960655,Static enemies,18.40125,75.83347,120.1192,-25.8567,-39.96184,28.36783,-6.573475,-49.66679,-18.0826,71.52995,
Evol,87.84212,-32.88485,70.04333,-32.39164,-52.31751,101.073,-138.3599,-75.70379,-63.77393,48.12684,Static enemies,14.77734,-22.73067,98.20203,-15.34225,96.31144,89.36769,-81.77862,166.7222,70.27551,114.0266,
Evol,-64.97345,-13.25363,-73.15314,90.0463,1.953879,187.054,132.3855,107.2114,14.29221,-16.9131,Static enemies,3.198537,88.1319,68.7198,-10.0842,-13.89217,58.08204,-185.6698,-88.58115,-64.71967,33.07868,
Evol,153.1703,-58.23633,150.2944,16.39073,-133.5033,157.4316,16.15221,2.568767,-35.64437,90.7722,Static enemies,90.12045,-110.7681,133.582,-129.5278,13.77227,104.393,-87.62775,12.62489,19.41147,18.6104,
Evol,-77.13362,-93.21754,-64.70745,-70.29104,-30.94025,-18.64965,-68.59503,1.60499,-42.52442,23.98033,Static enemies,-76.7308,126.4853,99.79002,99.39182,113.2056,97.46378,67.09692,78.12817,55.23731,98.35413,
Evol,91.18304,5.797456,47.84075,-14.22392,-59.13712,0.4399752,-15.74677,72.99897,49.48733,79.75375,Static enemies,11.35784,-28.60494,-20.17207,42.84741,76.00406,127.7397,38.49268,71.29983,-8.758411,14.02182,
Evol,-165.3871,61.17944,-3.036582,13.49246,-115.3134,66.94745,124.5746,63.53342,17.30666,47.26955,Static enemies,-27.94172,176.0789,-2.566682,5.425472,47.61455,193.5189,-7.007332,-85.87743,-6.801021,41.37441,
Evol,67.55792,-39.65555,97.18468,56.96396,136.6796,45.32419,30.55057,94.36842,207.0527,-55.21658,Static enemies,21.95507,-21.58865,68.70841,-109.1214,-10.63769,-85.71848,28.27513,27.25484,-23.7612,-281.0467,
Evol,0.9435266,32.56256,60.45087,-161.4569,14.87485,-13.61749,51.58898,48.50605,-27.9921,-102.8258,Static enemies,90.27911,63.72304,-30.05514,-36.80674,217.5962,39.39015,82.36172,21.24801,15.91039,59.26493,
Evol,-85.50164,82.58728,-105.6417,103.9503,15.21406,68.22263,-39.49797,-190.0164,4.489253,-140.7761,Static enemies,138.5485,137.6982,-20.28994,73.33054,-86.17947,31.73402,-31.43365,93.66719,141.0721,76.60361,
Evol,142.0282,118.0486,41.93951,66.51196,-14.43957,95.5912,16.9252,42.67345,43.52523,109.2166,Static enemies,178.1882,-79.94228,-43.44704,43.40467,-98.69058,3.999093,-53.37043,31.28119,21.17996,43.39025,
Evol,-29.5916,-159.0754,-149.4081,-71.08141,-181.0448,-5.849904,67.83122,119.604,182.914,42.73412,Static enemies,-115.062,34.8063,202.441,149.7687,64.53752,213.5274,56.56056,9.529256,-52.49575,-119.8629,
Evol,-73.20988,41.73865,5.164093,97.44443,-2.040433,-112.785,0.1879277,55.88988,-92.53389,-24.32848,Static enemies,-24.48755,110.4801,25.98869,70.48528,-32.34009,52.56149,163.2936,53.76776,0.03658623,136.4866,
Evol,-105.5253,103.5147,-24.53456,20.9995,97.35078,55.2257,-6.864722,255.5658,72.11298,-25.26904,Static enemies,31.71526,85.48479,-42.99163,70.09016,-55.95695,-38.28216,-53.382,63.44701,-278.6768,-81.14967,
Evol,-25.36263,39.77466,35.4439,46.48515,89.16734,-3.228133,-5.866415,51.46966,42.69369,39.14761,Static enemies,72.5064,97.97076,42.98851,26.46018,39.93607,-10.54893,13.50145,35.09654,10.31143,35.14225,
