Evol,-158.5188,62.29296,126.4758,-15.49038,34.74811,67.85532,2.776486,67.54903,170.862,56.26752,Static enemies,247.4941,-37.10886,1.218832,-75.70476,89.04234,42.43198,-13.5093,58.52496,-21.23653,-134.3643,
Evol,17.02161,51.91787,-78.62885,45.04229,192.4371,92.71208,101.2529,97.3513,113.0068,73.26508,Static enemies,-3.891757,35.87199,7.061896,138.4788,18.15131,-134.2205,-50.52132,-42.38951,-49.09486,-71.75517,
Evol,-58.46947,-37.80815,86.90634,-82.09393,-20.65146,97.51007,-34.75376,64.95056,66.70863,29.18453,Static enemies,-16.60397,111.0518,97.80327,-35.90886,134.0675,89.55409,-45.27813,81.04946,-2.097573,-0.7249467,
Evol,179.5776,64.15439,201.7342,51.38285,192.2496,110.9858,68.01295,-2.224972,112.7966,11.23053,Static enemies,18.14928,-143.0963,-29.35745,-157.1072,16.04126,-131.035,-47.31948,-31.17019,31.2331,-40.71091,
Evol,121.9188,82.75416,-18.88224,160.6734,59.35069,157.5073,20.43005,145.3328,30.06582,9.744166,Static enemies,14.43592,-81.93909,-29.6753,79.06654,-111.7684,4.322273,-112.7518,40.70023,-90.00912,10.95405,
Evol,23.69938,57.10755,63.25023,146.3966,-4.534814,61.59592,121.2844,71.22449,61.18766,33.57335,Static enemies,32.21054,14.50796,-28.0359,8.018847,-92.5159,55.44439,3.165582,-80.65572,-17.02291,-44.11995,
Evol,157.2465,-67.74078,54.94889,-10.79475,40.93386,153.4239,98.27191,79.11214,125.9912,113.6732,Static enemies,4.755006,-103.8125,109.4496,11.292,72.89708,39.59936,-100.2514,-69.40028,-9.126181,-55.70832,
Evol,38.19847,50.03476,-17.20725,175.1607,0.6727672,84.87351,-59.1152,70.73336,22.60704,195.7532,Static enemies,-49.41007,10.69628,2.907069,78.0434,-106.2294,54.92459,-34.14237,109.982,-22.22874,15.77813,
Evol,-12.58209,28.26077,-22.21542,-67.15988,99.86391,108.009,-17.0615,-7.986031,13.60942,99.69746,Static enemies,-147.5946,68.88992,8.972681,55.80441,121.9475,-47.5058,-43.14805,60.77942,56.30237,62.3243,
Evol,165.3961,26.60492,182.6565,-66.80481,-46.91442,-26.90625,-36.72553,-1.766274,123.6354,94.6717,Static enemies,-33.71215,-131.5755,17.03513,-138.3685,123.0208,103.6338,88.67909,83.61895,74.55881,-47.26905,
Evol,55.1174,155.0707,-116.8124,120.8043,130.7939,-14.46792,-12.47256,53.36004,-35.82832,147.0064,Static enemies,-41.51987,-12.07546,-130.7623,155.4924,-71.09126,-94.10312,61.42617,66.64036,-3.881042,70.51299,
Evol,300.9405,165.2994,62.56126,-67.73811,-152.5419,33.45202,-27.58429,138.8599,-26.39739,59.33055,Static enemies,-88.79881,-264.1339,-106.882,-20.99108,120.3074,190.0956,13.68709,96.93143,-85.84123,103.3256,
Evol,39.42821,71.40987,-1.860935,-33.42709,159.164,-81.5888,31.41434,66.71886,207.1634,-16.94526,Static enemies,-16.45392,6.424514,-5.332586,63.63638,59.05287,-111.3173,123.8007,41.99873,-4.413131,-179.2681,
Evol,22.54201,25.25033,-16.78681,95.71307,156.9052,34.42473,50.97227,49.28675,56.87067,109.3589,Static enemies,60.10006,36.45884,34.05054,64.97232,-31.11054,-115.4675,39.24517,12.64045,-0.8549188,-2.578885,
Evol,101.2102,-34.30332,126.1921,32.42038,82.77905,52.1708,82.37831,272.2778,140.4466,144.7968,Static enemies,-86.08636,-53.86502,64.86784,-75.12064,17.731,-21.02065,-0.9296691,-31.57261,-216.0507,-84.15324,
Evol,73.80022,-46.43658,274.1514,-85.71507,121.701,-17.33794,-84.42827,31.16838,-10.86382,75.8689,Static enemies,-96.47933,-29.73324,79.74094,-232.7197,123.1557,-101.4454,61.74473,131.8089,11.09717,62.39093,
