Evol,43.05648,-103.0406,31.71068,104.3778,184.0976,14.26802,61.59203,136.9936,78.22733,-25.3039,Static enemies,101.4934,-60.71863,152.4841,40.50406,-52.44436,-148.8556,11.92874,7.357604,-65.50414,-18.33557,
Evol,2.452078,205.4111,103.5436,58.41121,202.1393,-73.13358,31.62766,35.48494,85.09512,141.1609,Static enemies,71.73996,56.76647,-174.2632,-47.97537,-11.79275,-143.1679,126.0123,40.22075,15.76273,-51.23224,
Evol,0.1321639,-21.21901,58.25536,9.085627,-35.09418,-105.7753,-2.752509,25.24434,14.20553,113.0324,Static enemies,-84.60206,55.61547,102.1954,-9.295264,42.1405,80.75381,162.1418,55.86679,19.47755,55.10171,
Evol,-63.65945,35.75395,-18.31603,195.9546,85.62522,73.62715,94.37795,39.71321,110.1188,-10.75116,Static enemies,-26.48885,102.9715,-9.200611,74.87248,-143.7191,-44.31728,0.8822698,-55.56833,26.99342,-28.57882,
Evol,92.0805,36.14634,-34.01743,-8.801177,-44.57968,90.09439,154.3897,149.9051,260.2513,86.64929,Static enemies,68.37408,-17.67135,20.65643,74.72214,56.75836,77.2636,-31.27062,-106.9063,-97.89362,-210.5516,
Evol,120.9446,-18.31399,-4.954607,-6.171774,-38.81702,16.67531,-65.80311,75.71311,-56.27721,121.3753,Static enemies,-36.0023,-62.77176,75.08149,59.89585,48.22676,78.74529,32.5679,112.2854,-17.96723,110.5189,
Evol,-85.82383,149.8619,85.95632,-178.437,-62.38867,-47.30069,141.0173,-93.4553,-40.04465,40.41553,Static enemies,-78.38346,129.6582,-76.02483,-47.57647,229.1082,104.5225,116.5494,-74.16704,127.4987,93.2461,
Evol,10.61963,4.475769,140.7298,-51.2912,96.79247,66.23142,-11.78455,99.40899,-49.00305,104.5173,Static enemies,-29.43082,41.95243,35.8144,-80.70261,97.43671,-49.50821,-33.20987,59.13979,-53.21973,109.0483,
Evol,106.6778,-2.087848,82.28275,55.75219,65.4865,53.77068,8.737978,-19.23048,11.74698,114.376,Static enemies,-79.30677,-30.56091,53.08517,-35.20706,-3.006389,-31.00628,-2.270624,32.69283,88.9227,47.29422,
Evol,68.68666,-51.10485,76.94876,80.3863,200.7256,118.3013,46.95475,-84.74606,199.1159,85.46442,Static enemies,-42.46603,-21.16215,91.45683,-45.03255,-11.23979,-168.5332,-69.14603,6.567142,119.9852,-177.144,
Evol,130.6575,84.11875,11.85146,129.4763,-18.54067,-14.95203,66.82964,-30.49639,139.408,-134.2823,Static enemies,-44.09302,-69.29911,-34.53693,31.83366,-63.39069,58.03883,62.01266,-26.63573,80.79893,-96.02618,
Evol,69.67554,245.1577,46.64039,127.1474,36.99232,113.4072,111.9689,-11.74771,-34.64108,-140.9311,Static enemies,153.3071,-9.001471,-189.5588,18.592,-84.85548,39.2189,-51.96941,-70.08089,78.73602,97.84743,
Evol,2.566248,169.2289,98.00352,144.2826,-26.248,42.34013,32.76944,73.73864,88.09783,140.5379,Static enemies,198.9901,35.22053,-127.4778,-20.92857,-104.9828,78.40403,42.39017,40.09521,-25.56426,-29.47995,
Evol,77.19342,198.3777,111.3768,90.63329,3.024616,42.90237,91.81295,102.6624,66.51069,17.35479,Static enemies,-95.85056,-22.77742,-153.4075,-77.20037,-29.66604,61.30424,26.67668,-31.95581,-43.19437,-24.73956,
Evol,25.92967,-52.46651,62.02364,78.06827,83.64963,-23.96151,190.4784,237.4411,97.53593,22.76659,Static enemies,40.58491,41.84683,104.2734,-19.21163,-34.62844,-46.00572,69.72132,-126.1157,-195.707,-54.28965,
Evol,-27.83564,76.01514,77.5213,82.15674,85.37378,64.38117,189.7328,65.45052,48.20204,-61.14511,Static enemies,14.38586,71.08606,-34.31439,-26.38038,-11.36928,-34.37136,3.563373,-154.3874,-39.52565,-8.535638,
