Evol,-22.99827,29.21216,-110.4194,42.3699,47.43441,100.643,103.6604,56.81187,61.10995,35.405,Static enemies,74.09657,61.46376,29.99283,169.7966,11.04145,4.756448,-42.41319,-38.52969,-8.602603,-15.64125,e_avg,s_avg,34.322902,24.5960925,0.734247527
Evol,44.5918,179.5408,143.1699,64.72264,-56.09309,55.83151,116.0134,117.2116,46.32965,98.84474,Static enemies,42.62543,14.6262,-116.217,-96.91409,-5.229746,96.52386,-11.82914,-53.87436,-88.84975,-11.75956,e_avg,s_avg,81.016295,-23.0898156,0.00243982
Evol,-47.5301,-182.1436,-10.03072,129.5936,5.347688,51.56855,38.99621,-2.167412,-0.3898484,-7.435415,Static enemies,-45.3032,108.4296,211.3315,64.08582,-93.54425,62.34966,9.431726,33.35544,73.23743,65.76823,e_avg,s_avg,-2.41910474,48.9141956,0.174644539
Evol,68.15245,-22.25204,-6.939312,89.20216,-130.8663,-134.2691,-38.41564,146.6717,-64.97511,90.43155,Static enemies,76.997,-22.41653,65.91636,75.26839,-48.76867,165.8849,186.0515,93.33962,-102.2237,120.5079,e_avg,s_avg,-0.3259642,61.055677,0.163993858
Evol,57.658,12.06921,108.4585,135.7509,14.4694,-31.81583,101.7292,128.8045,42.30967,95.91649,Static enemies,-50.03302,-20.79687,41.11641,-57.77006,-69.85755,33.30201,82.60627,-26.56716,-53.6771,13.799,e_avg,s_avg,66.535004,-10.787807,0.004806786
Evol,188.2408,125.0919,48.48606,21.90642,150.05,34.68644,-138.9497,32.89745,75.37551,64.25169,Static enemies,-40.90596,-143.0876,-65.64037,13.24021,39.35222,-87.34104,40.19748,185.6505,43.80769,-36.53104,e_avg,s_avg,60.203657,-5.125791,0.122752325
Evol,106.7164,157.7029,7.084689,73.73814,-7.632661,29.23564,-44.04067,-45.12585,185.4466,168.0809,Static enemies,-28.84454,-62.69521,-96.64003,53.23452,-11.00452,76.70447,36.89622,100.3695,84.0578,-128.6018,e_avg,s_avg,63.1206088,2.347641,0.123727595
Evol,40.02473,149.4507,85.98942,3.462255,78.80378,-147.0513,6.114649,130.6935,85.52469,68.85928,Static enemies,-112.5287,41.20935,-112.2913,-45.19979,50.42997,-37.78498,182.3003,60.39156,-81.91052,-48.314,e_avg,s_avg,50.1871704,-10.369811,0.143597307
Evol,187.3746,45.78148,49.22736,-95.78595,11.59886,-8.567368,122.7581,14.92774,216.6325,-18.56293,Static enemies,-11.72387,-122.8371,37.72124,-2.054212,135.0716,47.27274,68.32533,-45.73577,45.05774,-179.4365,e_avg,s_avg,52.5384392,-2.8338802,0.208326325
Evol,10.69194,49.37507,39.31054,300.709,125.7352,-41.6626,65.59829,136.84,-66.86544,-56.33138,Static enemies,51.11128,51.0324,12.6731,40.03664,-268.7841,-69.11262,84.74232,-18.88323,-97.45066,78.41364,e_avg,s_avg,56.340062,-13.622123,0.170705007
Evol,191.909,-14.63112,-2.372784,-60.30734,117.7315,-1.201732,-0.2165302,150.5913,-54.59895,58.49761,Static enemies,93.5591,-150.2769,74.14822,66.82037,123.1647,-71.0013,64.49285,42.50673,-95.10723,97.46906,e_avg,s_avg,38.54009538,24.57756,0.735270709
Evol,-137.6593,163.5109,15.72349,38.50505,-120.3401,141.2526,141.4002,126.7511,5.661398,10.5353,Static enemies,-12.47512,166.7177,-84.13935,35.29834,6.443884,168.6635,-81.89101,-82.38481,-61.28292,58.33577,e_avg,s_avg,38.5340638,11.3285984,0.558475918
Evol,53.5307,28.78469,212.9946,80.47803,22.89006,-17.09167,110.0773,77.69778,63.84385,24.3478,Static enemies,14.76458,11.89121,16.49988,-171.9543,-14.90774,6.692431,48.28313,-90.36097,-19.46978,-6.892029,e_avg,s_avg,65.755314,-20.5453588,0.007232903
Evol,117.0138,97.03563,73.21935,-23.16875,72.7698,114.6885,-32.47415,98.28567,-52.2106,92.92986,Static enemies,39.8042,-60.70502,-44.44899,-24.08235,72.07394,-9.248978,-42.92184,114.0819,-43.93038,113.9674,e_avg,s_avg,55.808911,11.4589882,0.154092879
Evol,115.3865,141.0035,98.87128,50.06656,-71.48106,184.112,12.73798,207.0146,-7.359596,40.39228,Static enemies,-29.77891,-54.4176,-78.02919,-69.56123,-28.55934,138.802,-138.8925,23.74853,-179.7853,23.25822,e_avg,s_avg,77.0744044,-39.321532,0.008921069
Evol,175.6875,-3.247547,-17.24475,103.9715,-63.83557,-55.77622,73.15724,4.529447,-100.9415,179.1689,Static enemies,28.43103,-117.0266,44.64539,56.8331,-33.46319,108.912,94.51321,0.2120185,63.73521,177.3667,e_avg,s_avg,29.5469,42.41588685,0.754189038
